BlockID,Process
blk_-5903818694156486858,"I1, I1, I2, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_4030650561077153620,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_-2799622300798387153,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I4, I3"
blk_-3525259706761622290,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-6098089161345927056,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I4, I3, I5, I5"
blk_5992551897060311526,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I4, I3, I3, I4, I10"
blk_-5459103389225520907,"I2, I1, I1, I1, I4, I3, I5, I5, I3, I4, I5, I4, I3"
blk_1717019798101005485,"I2, I1, I1, I1, I5, I5, I3, I3, I4, I4, I3, I4, I5"
blk_1019738829948883086,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I3, I4, I3"
blk_-3677602435672998265,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_7843153699693313235,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_6702197230188348059,"I1, I2, I1, I1, I5, I5, I4, I3, I3, I4, I5, I4, I3"
blk_9216299001687730728,"I1, I1, I2, I1, I3, I4, I3, I4, I5, I5, I5, I3, I4, I10"
blk_-5245872246601599424,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3"
blk_5631248157638664408,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_2594316343520026070,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_9058333415804874030,"I2, I1, I1, I1, I4, I3, I5, I5, I4, I3, I4, I3, I5, W4"
blk_2102642113274574205,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I3, I4, I4"
blk_-1191612495003852822,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I5, I3, I4, I13"
blk_5798740905064801505,"I2, I1, I1, I1, I5, I5, I4, I3, I3, I4, I3, I4, I5"
blk_5550695217068155726,"I1, I1, I2, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4"
blk_6587479675942871766,"I1, I2, I1, I1, I5, I5, I4, I3, I3, I4, I3, I4, I5"
blk_6949999334819532955,"I1, I2, I1, I1, I3, I4, I3, I4, I5, I5, I4, I3, I5"
blk_-2167794152385217434,"I2, I1, I1, I1, I4, I3, I3, I4, I5, I5, I4, I3, I5"
blk_1507992784772697030,"I2, I1, I1, I1, I4, I3, I4, I5, I5, I3, I4, I3, I5"
blk_-4539613355477812386,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I3, I3, I4, I4"
blk_8785887476660313433,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_-2651867624983213968,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_-1530533864507232797,"I1, I2, I1, I1, I5, I4, I3, I4, I5, I3, I5, I4, I3"
blk_-250008482091042580,"I1, I2, I1, I1, I5, I3, I4, I5, I5, I3, I4, I4, I3"
blk_2119385041412128985,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4, I13"
blk_3260434669228989761,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I4, I3, I3, I5"
blk_-1851162610118568930,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4"
blk_1103317605550252050,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I4, I3, I5, I13"
blk_6145296999996831826,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_-4217081390336490541,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I4, I3, I5"
blk_3105879686170774669,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_-5928658503862671239,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_-4575878779703774065,"I2, I1, I1, I1, I5, I4, I5, I3, I4, I3, I3, I4, I5"
blk_5542587528554773216,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3"
blk_-7561824057918315668,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I5, I4, I3"
blk_-1106795325230560979,"I2, I1, I1, I1, I4, I3, I5, I5, I4, I3, I4, I3, I5"
blk_-9202866778568573717,"I1, I1, I2, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4"
blk_-783342993640025434,"I1, I1, I2, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_-1318155441342512467,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I3, I4, I4, I3"
blk_5113450839287056845,"I1, I1, I2, I1, I5, I3, I4, I5, I5, I3, I4, I4, I3, W4, I13"
blk_-1475480188845328238,"I1, I1, I2, I1, I3, I4, I4, I3, I5, I5, I5, I3, I4"
blk_-8339995386336900819,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-1384452546497718995,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4"
blk_1640637113305570762,"I1, I1, I1, I2, I5, I5, I3, I4, I4, I3, I3, I4, I5"
blk_-211103165191194561,"I2, I1, I1, I1, I5, I5, I3, I4, I4, I3, I4, I3, I5"
blk_7119573057548453271,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_-4545188238346428459,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I3, I4, I3"
blk_-1470858324270704913,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-5894539600760663177,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4"
blk_-8888893784721608937,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I4, I4, I3"
blk_346064653327800491,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_-8121347312630077177,"I1, I2, I1, I1, I5, I5, I4, I4, I3, I3, I5, I4, I3"
blk_6273172873204412318,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_4438859472385683276,"I1, I2, I1, I1, I5, I5, I4, I3, I3, I4, I5, I3, I4"
blk_-8999709964287895291,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-8024772384984013074,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-3252806531878469396,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_2471195327778460994,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3"
blk_3822227327031328007,"I1, I1, I2, I1, I3, I4, I5, I5, I5, I4, I3, I4, I3"
blk_-5137466036844113948,"I1, I2, I1, I1, I5, I4, I3, I5, I4, I3, I4, I3, I5"
blk_-763656653574574165,"I2, I1, I1, I1, I5, I5, I4, I5, I3, I4, I3, I4, I3"
blk_-7768316974125870012,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_9007494400928280445,"I1, I1, I1, I2, I5, I5, I3, I4, I4, I3, I5, I4, I3"
blk_-321928814822733361,"I1, I2"
blk_-1686193725513871412,"I2, I1, I1, I1, I5, I5, I4, I4, I3, I3, I5, I3, I4"
blk_-1453500692391680179,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I4, I5, I3, I13"
blk_4456320396391470401,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_7259773505575869184,"I2, I1, I1, I1, I5, I4, I3, I3, I4, I5, I5, I3, I4"
blk_2354150700430086830,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3"
blk_8245043625202241902,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3"
blk_-3193758742954704659,"I1, I2, I1, I1, I4, I5, I5, I4, I3, I4, I3, I3, I5"
blk_-7245677396802508179,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_6853491638365344464,"I1, I1, I2, I1, I3, I4, I5, I5, I3, I4, I4, I3, I5"
blk_-594857247766944865,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4, I13"
blk_1399627640995536154,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_7878074349568744368,"I2, I1"
blk_-6903872692670401591,"I1, I1, I2, I1, I3, I4, I5, I5, I5, I4, I3, I4, I3"
blk_1668675022172341012,"I1, I2, I1, I1, I5, I5, I4, I4, I3, I3, I5, I4, I3"
blk_7458103496174694872,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I4, I3, I5, I13"
blk_4250476070695815759,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-2895719764280866476,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3, I13"
blk_4371601634489211991,"I1, I1, I1, I2, I5, I5, I4, I3, I3, I4, I5, I4, I3"
blk_-3128447346984961388,"I1, I2, I1, I1, I4, I4, I3, I5, I3, I5, I5, I4, I3"
blk_895445004441742200,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-4656897471902635546,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I4, I3, I3, I4"
blk_-6091006282941287712,"I1, I2, I1, I1, I4, I5, I5, I4, I3, I3, I4, I3, I5, I13"
blk_-7739660536587156350,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4"
blk_6829876844724078979,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I4, I3, I3"
blk_-815343818861831959,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I4, I3, I4, I3"
blk_4958827815142625834,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I3, I4, I4, I3"
blk_183470768738454576,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-1124318553036569392,"I1, I2, I1, I1, I5, I5, I3, I4, I4, I3, I5, I3, I4"
blk_2381039741759832870,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I3, I3, I4, I3"
blk_-8857181639919766596,"I1, I1, I2, I1, I4, I3, I4, I3, I5, I5, I5, I4, I3"
blk_-8597974752406426494,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_6960671393873710477,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_-5337404340914508023,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_3299679999437912387,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4"
blk_-4921692673207527558,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3"
blk_6587756622327002993,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4, I13"
blk_3276474050665506720,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_2341820380656948404,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I5, I3, I4, I13"
blk_-2248526404444472950,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3"
blk_-8175329866643317577,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I3, I4, I3, I4"
blk_-1831413752642415195,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I5, I4, I3, I3"
blk_-3928306322301764411,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I4, I3, I3, I13"
blk_-285570790819049261,"I1, I2, I1, I1, I5, I4, I3, I4, I3, I5, I5, I4, I3"
blk_4744726324841924811,"I1, I2, I1, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4"
blk_2033235962429909969,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-4010185086782320387,"I1, I2, I1, I1, I5, I5, I5, I4, I4, I3, I4, I3, I3"
blk_-4694670832529817891,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_3651560455085083182,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_-6832993334411028799,"I1, I1, I1, I2, I5, I5, I3, I4, I3, I4, I5, I3, I4"
blk_-4022095888911092324,"I1, I1, I2, I16"
blk_-5572168614909885563,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I5, I3, I4"
blk_6341077218056608523,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-4334286327596732650,"I1, I2, I1, I1, I3, I4, I4, I3, I5, I5, I4, I3, I5"
blk_-8152077753842283676,"I1, I2, I1, I1, I3, I4, I5, I5, I5, I4, I3, I3, I4"
blk_-4552507473544995975,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_2843065976315364543,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4"
blk_-7333048662950520569,"I1, I2"
blk_5945370122393484926,"I1, I2, I1, I1, I3, I4, I5, I3, I4, I3, I4, I5, I5"
blk_142233921230903165,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_1696392133772647555,"I2, I1, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_1604639612929792985,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-4552401539010115325,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-2447273841256591421,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-5287861113318569854,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_3709331270150256644,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4"
blk_-2255334854849344452,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_-1105627218534532753,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_2867304164762596911,"I1, I1, I1, I2, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_6425729296483415,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_4132679054705825639,"I1, I2, I1, I1, I5, I4, I3, I5, I4, I3, I4, I3, I5"
blk_-3159929400569406739,"I2, I1, I1, I16"
blk_5948649395120435493,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_3829661739876762070,"I2, I1, I1, I1, I5, I5, I4, I3, I5, I4, I3, I3, I4"
blk_-6249791741466277091,"I2, I1, I1, I1, I4, I3, I5, I5, I4, I3, I5, I4, I3"
blk_-6533478937427184813,"I2, I1, I1, I1, I5, I3, I4, I3, I4, I3, I4, I5, I5"
blk_-7913413908771613393,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I5, I4, I3"
blk_4806245811598986934,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_5655093618618649764,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_72573007402795410,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-2062134479248701653,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I4, I3, I5"
blk_8491209997982970851,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I5, I3, I4"
blk_-1912422560342823149,"I2, I1, I1, I1, I4, I3, I5, I3, I4, I5, I5, I4, I3"
blk_-2147813459893541908,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_8655292731151462755,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_8618054306518660351,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I3, I4, I4, I3"
blk_4250372823738054863,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_-3313415110861247643,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I5, I3, I4"
blk_-1405251587476778624,"I2, I1, I1, I1, I5, I4, I3, I5, I5, I3, I4, I4, I3"
blk_3867341802594734447,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_-6161617817698845825,"I1, I1, I2, I1, I5, I4, I3, I5, I5, I4, I3, I3, I4"
blk_-5099128691400207173,"I1, I2, I1, I1, I4, I3, I5, I5, I3, I4, I4, I3, I5"
blk_6621050284969339024,"I2, I1, I1, I1, I5, I5, I4, I3, I3, I4, I4, I3, I5"
blk_-8264149243135109809,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-6478595895180655037,"I1, I2, I1, I1, I5, I5, I3, I4, I3, I4, I3, I4, I5"
blk_-6415567549797196215,"I1, I2, I1, I1, I5, I4, I3, I4, I5, I5, I3, I3, I4"
blk_-4242811483624972577,"I1, I2, I1, I1, I5, I5, I3, I4, I5, I3, I4, I3, I4"
blk_-2264859354824809870,"I2, I1, I1, I1, I3, I4, I4, I3, I5, I5, I5, I4, I3"
blk_5040534816307747718,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_684534062610023839,"I2, I1, I1, I1, I3, I4, I5, I5, I4, I3, I4, I3, I5"
blk_8016769584088348087,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_8458265290551516697,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_-7900209132359128344,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_3919617326862051556,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I4, I3"
blk_-4386725033382113130,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I4, I3"
blk_-175999739990031190,"I1, I1, I1, I2, I5, I5, I5, I3, I4, I3, I3, I4, I4"
blk_477539047148121318,"I1, I2, I1, I1, I5, I3, I4, I5, I5, I3, I4, I4, I3"
blk_-5183522331753960298,"I1, I1, I2, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_1464550041760402247,"I2, I1, I1, I1, I5, I5, I3, I4, I4, I3, I3, I4, I5"
blk_-7889391291839178956,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I3, I4, I3, I3"
blk_-4164899722272318379,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_5465696999926187552,"I2, I1, I1, I1, I5, I4, I4, I3, I5, I5, I3, I3, I4, W4"
blk_-9140338012072965297,"I1, I2, I1, I1, I4, I5, I5, I3, I4, I3, I5, I4, I3"
blk_6352682772577500370,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I4, I3, I3"
blk_-6353843859825886443,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_-4332750610897065157,"I2, I1, I1, I1, I4, I3, I5, I5, I4, I3, I5, I4, I3"
blk_-7178217381006425774,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_6218425654846820656,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_-386946072017055567,"I2, I1, I1, I1, I4, I4, I3, I5, I5, I3, I4, I3, I5"
blk_-1064286940382171220,"I2, I1, I1, I1, I5, I3, I4, I5, I3, I4, I5, I4, I3, I13"
blk_6383650193018539779,"I1, I2, I1, I1, I4, I5, I3, I5, I5, I3, I4, I3, I4"
blk_-6516170622002977364,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I4, I3, I3"
blk_7932482801224843760,"I2, I1, I1, I1, I5, I3, I4, I5, I4, I3, I3, I4, I5"
blk_-1893705524136023152,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_6193159446278113689,"I1, I1, I1, I2, I5, I5, I5, I4, I3, I3, I4, I4, I3"
blk_5599134098494277513,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-8063746627080670250,"I1, I1, I2, I1, I5, I3, I4, I4, I3, I5, I5, I4, I3"
blk_-6072666180943091816,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4"
blk_6987341823580685168,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I4, I5, I3, I3"
blk_-225146097215020411,"I1, I2, I1, I1, I4, I3, I4, I3, I5, I5, I5, I3, I4"
blk_-5744118969685241614,"I1, I2, I1, I1, I4, I3, I5, I4, I3, I4, I3, I5, I5"
blk_8618399625487823049,"I1, I1, I2, I1, I5, I4, I5, I5, I3, I4, I3, I4, I3"
blk_-629508367451871294,"I2, I1, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_-7525059936258574236,"I2, I1, I1, I1, I4, I3, I3, I4, I5, I5, I5, I4, I3"
blk_-3943089502166834016,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I3, I4, I4"
blk_8658475257331369148,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I5, I3, I4"
blk_8858820696904577,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-8818036345361639430,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3"
blk_-6568289454169594123,"I1, I2, I1, I1, I5, I3, I4, I3, I4, I5, I5, I4, I3"
blk_9079903261148128022,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I3, I4, I5"
blk_3362911273306490935,"I2, I1"
blk_3675622719761365419,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_-4889707247995685777,"I2, I1, I1, I1, I5, I4, I5, I5, I3, I3, I4, I4, I3"
blk_-6309704931935093452,"I1, I2, I1, I1, I3, I4, I5, I5, I3, I4, I4, I3, I5"
blk_4144166472387500895,"I2, I1, I1, I1, I3, I4, I5, I4, I3, I5, I5, I4, I3"
blk_-1881261821564630700,"I2, I1, I1, I1, I5, I5, I3, I3, I4, I4, I3, I4, I5, I13"
blk_-6285320483486052849,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_3107415291039226691,"I1, I2, I1, I1, I5, I5, I4, I3, I3, I4, I5, I4, I3"
blk_-3124341881513221564,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_-2256770789582946167,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I5, I4, I3"
blk_7083482284762254479,"I1, I2, I1, I1, I4, I3, I4, I5, I5, I5, I3, I4, I3"
blk_-7303879961506996965,"I1, I2, I1, I1, I5, I5, I5, I4, I4, I3, I3, I4, I3"
blk_-2853407804747705797,"I2, I1, I1, I1, I5, I5, I5, I3, I3, I4, I4, I3, I4"
blk_-6500363582963998712,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I3, I4, I4"
blk_6138393564171424854,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3"
blk_-6979707748656928794,"I1, I1, I2, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5"
blk_5605066994560151321,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I4, I3"
blk_-4446139279202604391,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I4, I3, I3, I4"
blk_3335981399262154781,"I1, I2, I1, I1, I5, I4, I5, I5, I4, I3, I3, I3, I4"
blk_2632305915572207771,"I2, I1, I1, I1, I5, I5, I3, I4, I3, I4, I5, I3, I4"
blk_142257051220577253,"I2, I1, I1, I1, I5, I4, I3, I4, I3, I5, I5, I4, I3"
blk_5724349386860512913,"I1, I1, I2, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-5510209360182175218,"I2, I1, I1, I1, I5, I5, I4, I4, I3, I3, I4, I5, I3"
blk_6314367573621068466,"I1, I1, I2, I1, I5, I3, I4, I3, I4, I5, I5, I3, I4"
blk_-6397669480351918507,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_2859005516096605278,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_-315207658162475292,"I1, I1, I2, I1, I5, I4, I3, I4, I5, I3, I5, I3, I4"
blk_-2636540029020935838,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_-1897524391075610396,"I1, I1, I2, I1, I5, I5, I5, I3, I4, I3, I3, I4, I4"
blk_-3196013658558417589,"I2, I1, I1, I1, I5, I4, I3, I5, I4, I3, I4, I3, I5"
blk_-1594198091889569769,"I2, I1, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_3333928511698314222,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_-2560840217229553709,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I4, I3, I3, I4, I13"
blk_-1038681491735358713,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_-7445420619715761384,"I2, I1, I1, I1, I5, I3, I4, I5, I5, I3, I4, I3, I4"
blk_-129108141821094584,"I1, I2, I1, I1, I5, I5, I4, I3, I4, I3, I3, I4, I5, I13"
blk_-4826431308329706482,"I1, I2, I1, I1, I5, I4, I3, I5, I5, I3, I4, I4, I3, I13"
blk_-341545888119156163,"I1, I2, I1, I1, I3, I4, I4, I3, I5, I5, I5, I4, I3"
blk_8972706523028362649,"I1, I2, I1, I1, I5, I3, I4, I5, I4, I3, I5, I3, I4"
blk_-6751382919287055388,"I1, I1, I2, I1, I5, I4, I5, I4, I3, I5, I3, I4, I3"
blk_-8539657820329851509,"I1, I2, I1, I1, I4, I5, I3, I5, I4, I3, I3, I4, I5"
blk_-8334638881664588516,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_2855205138775522104,"I2, I1, I1, I1, I5, I5, I4, I3, I4, I3, I4, I3, I5"
blk_-2588270697524609183,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
blk_-4044378239842901958,"I2, I1, I1, I1, I4, I3, I5, I5, I5, I3, I4, I3, I4"
blk_-4084948404317663813,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I3, I4"
blk_-1621830429565539808,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_8315240496610147734,"I2, I1, I1, I1, I5, I5, I4, I3, I3, I4, I3, I4, I5"
blk_3897439163402696157,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I3, I4"
blk_1268436039072967809,"I1, I2, I1, I1, I4, I3, I5, I5, I5, I4, I3, I4, I3"
blk_-8992136915697420404,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_6216274083669530247,"I1, I1, I2, I1, I5, I5, I3, I4, I3, I4, I5, I4, I3"
blk_6581019916938576093,"I2, I1, I1, I1, I4, I5, I3, I5, I5, I4, I3, I3, I4"
blk_6792318262444113476,"I2, I1, I1, I1, I5, I5, I5, I4, I3, I3, I4, I3, I4"
blk_3066597362999895603,"I1, I2, I1, I1, I5, I5, I5, I3, I4, I3, I4, I3, I4"
blk_4656459453507224128,"I2, I1, I1, I1, I5, I5, I5, I4, I4, I3, I4, I3, I3"
blk_6613699915278995096,"I2, I1, I1, I1, I5, I5, I4, I4, I3, I3, I3, I4, I5"
blk_711738244819949707,"I2, I1, I1, I1, I3, I4, I5, I5, I5, I3, I4, I3, I4"
blk_-6086219177903645448,"I1, I2, I1, I1, I5, I3, I4, I3, I4, I3, I4, I5, I5"
blk_6998925726332677251,"I1, I2, I1, I1, I5, I5, I5, I4, I3, I4, I3, I4, I3"
